delay,delay_avg
6571.530720399676,3.285765360199838
2309.4334257373143,1.154716712868657
3133.152312652367,1.5665761563261835
3276.3166873629475,1.6381583436814737
3171.392199890894,1.585696099945447
3232.123042314503,1.6160615211572515
3125.1279271045405,1.5625639635522703
3027.9607179939117,1.5139803589969558
2858.230674568033,1.4291153372840164
2976.982829467972,1.488491414733986
2739.2917671075293,1.3696458835537646
2738.349418474243,1.3691747092371216
2612.7660380176994,1.3063830190088497
2660.8526217690246,1.3304263108845122
2674.38713303956,1.33719356651978
2697.3442658728286,1.3486721329364142
2669.2749695149932,1.3346374847574967
2566.2802959265255,1.2831401479632627
2517.4329952240682,1.2587164976120342
2647.6068204961844,1.3238034102480922
2571.8197317760273,1.2859098658880137
2508.5048646744303,1.254252432337215
2560.9585106414333,1.2804792553207167
2545.738070859385,1.2728690354296925
2357.5833718765753,1.1787916859382876
2397.6905466985286,1.1988452733492643
2387.8324131183194,1.1939162065591598
2390.214087259349,1.1951070436296745
2528.979656948186,1.264489828474093
2503.9009274926766,1.2519504637463383
2513.8050687042814,1.2569025343521407
2407.56298194632,1.2037814909731601
2491.3929255829153,1.2456964627914577
2419.491804588283,1.2097459022941415
2439.9734795024733,1.2199867397512367
2531.8976496519886,1.2659488248259942
2522.2976842593853,1.2611488421296926
2464.9850152969443,1.232492507648472
2486.2825934879497,1.2431412967439748
2556.901461562168,1.2784507307810842
2578.8062277649956,1.2894031138824977
2488.205212799323,1.2441026063996614
2485.563187785144,1.242781593892572
2477.1547443774602,1.23857737218873
2418.85842833407,1.209429214167035
2237.0536317753536,1.1185268158876769
2284.996456009542,1.1424982280047709
2239.277149105863,1.1196385745529314
2268.856059593319,1.1344280297966596
2344.8932040701,1.1724466020350501
2379.418489385593,1.1897092446927966
2293.3743687807673,1.1466871843903836
2250.1641648641234,1.1250820824320618
2299.7156491604537,1.149857824580227
2289.9070361838926,1.1449535180919463
2444.1688604454216,1.2220844302227107
2460.1168051586596,1.2300584025793297
2411.841148868026,1.205920574434013
2309.51901844194,1.15475950922097
2364.6641192044717,1.1823320596022358
2375.4380772557834,1.1877190386278917
2353.27921408631,1.1766396070431548
2233.460630886089,1.1167303154430444
2494.012806730451,1.2470064033652255
2327.17197476707,1.163585987383535
2335.2125572236278,1.167606278611814
2458.6693474119866,1.2293346737059934
2267.307239991882,1.133653619995941
2470.533603276232,1.235266801638116
2358.5946111854128,1.1792973055927063
2361.6000807795936,1.1808000403897967
2432.280132906456,1.216140066453228
2368.1219365086336,1.1840609682543168
2418.2356775618255,1.2091178387809127
2320.813845008781,1.1604069225043905
2314.217192904949,1.1571085964524745
2512.7949911924743,1.2563974955962371
2428.8416025988577,1.2144208012994289
2347.3086883801134,1.1736543441900567
2317.809226087929,1.1589046130439644
2314.0885399772446,1.1570442699886223
2378.8936278929586,1.1894468139464793
2195.725542929308,1.097862771464654
2238.090445911122,1.119045222955561
2240.7211135193847,1.1203605567596924
2289.4036380292464,1.1447018190146232
2324.248234352457,1.1621241171762284
2412.626766671474,1.206313383335737
2469.7834129961016,1.2348917064980507
2306.0432059509494,1.1530216029754747
2347.8718952207637,1.173935947610382
2415.039405344651,1.2075197026723257
2364.77121825381,1.182385609126905
2415.628611645733,1.2078143058228665
2304.953148646411,1.1524765743232055
2424.6727031308296,1.2123363515654149
2386.883417211005,1.1934417086055025
2416.833321164824,1.208416660582412
2283.4195276937435,1.1417097638468718
2387.620706185122,1.193810353092561
2336.2692964995517,1.1681346482497759
2294.285706715214,1.147142853357607
2284.8934321195215,1.1424467160597607
2400.4330693858237,1.200216534692912
2309.95157262306,1.1549757863115302
2410.7620572069322,1.205381028603466
2332.942962881835,1.1664714814409174
2408.7483274135825,1.2043741637067913
2522.5407692190356,1.261270384609518
2394.0875559227543,1.1970437779613772
2406.483525051429,1.2032417625257144
2289.1332316268563,1.1445666158134282
2376.3677158032197,1.1881838579016097
2457.4981905225727,1.2287490952612863
2295.8859079412255,1.1479429539706127
2328.454556661271,1.1642272783306356
2474.890371764734,1.237445185882367
2447.913018477354,1.223956509238677
2332.8906118936643,1.166445305946832
2350.979027457653,1.1754895137288266
2338.7426743825763,1.1693713371912882
2247.639901459108,1.1238199507295539
2199.3352746793344,1.0996676373396672
2223.58905751104,1.1117945287555202
2222.7747468705916,1.1113873734352957
2201.898469834529,1.1009492349172645
2202.3874214001926,1.1011937107000962
2216.7208297868215,1.1083604148934108
2229.606612473665,1.1148033062368325
2255.461552579641,1.1277307762898205
2228.818090440479,1.1144090452202395
2229.6589648783015,1.1148294824391507
2200.8394328025115,1.1004197164012557
2197.1384843096084,1.0985692421548041
2205.313412604187,1.1026567063020933
2117.026809156296,1.0585134045781481
2184.0894388555266,1.0920447194277634
2052.3871128162345,1.0261935564081173
2026.2542794865553,1.0131271397432777
2029.8895357716056,1.0149447678858028
2070.8487804963333,1.0354243902481666
2039.5020434474238,1.019751021723712
1981.0656403403932,0.9905328201701966
2051.5500421485945,1.0257750210742973
2045.104049424324,1.022552024712162
2104.406107518022,1.052203053759011
2097.3355429646513,1.0486677714823256
2081.754157979153,1.0408770789895767
2000.5931196252807,1.0002965598126403
2004.3380510408715,1.0021690255204359
2028.9724283668659,1.014486214183433
2073.9138780455637,1.0369569390227817
